"","PlayerName","pos","points","marg","value"
"129","Dan Carpenter","k",130.3,-0.199999999999989,0
"130","Martellus Bennett","te",58.555,-0.329999999999998,0
"131","Derek Carr","qb",252.19,-0.578000000000003,0
"132","Ryan Fitzpatrick","qb",251.748,-1.01999999999998,0
"133","Nick Novak","k",129.2,-1.30000000000001,0
"134","Travis Benjamin","wr",58.16,-1.635,0
"135","Ryan Tannehill","qb",250.88,-1.88799999999998,0
"136","Josh Gordon","wr",57.45,-2.345,0
"137","Justin Forsett","rb",105.775,-2.43000000000001,0
"138","Dorial Green-Beckham","wr",56.995,-2.8,0
"139","Mohamed Sanu","wr",56.685,-3.11000000000001,0
"140","Matt Ryan","qb",249.37,-3.39799999999997,0
"141","Nick Folk","k",127.1,-3.40000000000001,0
"142","Matt Bryant","k",126.8,-3.69999999999999,0
"143","Dustin Hopkins","k",126.1,-4.40000000000001,0
"144","Alex Smith","qb",248.192,-4.57599999999996,0
"145","Pierre Garcon","wr",54.885,-4.91,0
"146","Eric Ebron","te",53.625,-5.26000000000001,0
"147","Dion Lewis","rb",102.815,-5.39,0
"148","Sebastian Janikowski","k",125.1,-5.40000000000001,0
"149","Michael Thomas","wr",54.265,-5.53,0
"150","Duke Johnson","rb",102.385,-5.82000000000002,0
"151","Kamar Aiken","wr",53.79,-6.00500000000001,0
"152","Chris Ivory","rb",102.2,-6.00500000000002,0
"153","Laquon Treadwell","wr",53.645,-6.15000000000001,0
"154","Sammie Coates","wr",53.41,-6.38500000000001,0
"155","Jason Myers","k",123.9,-6.59999999999999,0
"156","Phillip Dorsett","wr",52.35,-7.44500000000001,0
"157","Charles Clay","te",51.315,-7.57,0
"158","Kenny Britt","wr",51.76,-8.035,0
"159","Mike Wallace","wr",51.59,-8.20500000000001,0
"160","Devin Funchess","wr",51.435,-8.36,0
"161","Marcus Mariota","qb",244.394,-8.37399999999997,0
"162","Roberto Aguayo","k",121.3,-9.19999999999999,0
"163","Josh Lambo","k",120.9,-9.59999999999999,0
"164","Kyle Rudolph","te",49.01,-9.875,0
"165","Phil Dawson","k",119.9,-10.6,0
"166","Jermaine Kearse","wr",48.48,-11.315,0
"167","Kendall Wright","wr",48.005,-11.79,0
"168","Greg Zuerlein","k",117.9,-12.6,0
"169","Ted Ginn","wr",47.185,-12.61,0
"170","Jordan Cameron","te",46.105,-12.78,0
"171","Danny Woodhead","rb",95.29,-12.915,0
"172","Nelson Agholor","wr",46.765,-13.03,0
"173","Jaelen Strong","wr",46.69,-13.105,0
"174","Will Fuller","wr",46.65,-13.145,0
"175","DeAngelo Williams","rb",95,-13.205,0
"176","Austin Seferian-Jenkins","te",45.305,-13.58,0
"177","Clive Walford","te",45.14,-13.745,0
"178","Joe Flacco","qb",238.812,-13.956,0
"179","Travis Coons","k",115.7,-14.8,0
"180","Robert Woods","wr",44.69,-15.105,0
"181","Andrew Franks","k",115.1,-15.4,0
"182","Tom Brady","qb",236.484,-16.284,0
"183","Rishard Matthews","wr",43.285,-16.51,0
"184","Justin Hunter","wr",43.27,-16.525,0
"185","Richard Rodgers","te",41.94,-16.945,0
"186","Tyler Boyd","wr",42.825,-16.97,0
"187","Brandon LaFell","wr",42.115,-17.68,0
"188","Breshad Perriman","wr",41.48,-18.315,0
"189","Jared Cook","te",40.035,-18.85,0
"190","Jay Ajayi","rb",89.04,-19.165,0
"191","Caleb Sturgis","k",111,-19.5,0
"192","Jay Cutler","qb",233.178,-19.59,0
"193","Jacob Tamme","te",38.905,-19.98,0
"194","Anquan Boldin","wr",39.805,-19.99,0
"195","Chris Hogan","wr",39.23,-20.565,0
"196","Josh Doctson","wr",38.385,-21.41,0
"197","Cole Beasley","wr",38.225,-21.57,0
"198","Victor Cruz","wr",37.725,-22.07,0
"199","Cody Parkey","k",108.3,-22.2,0
"200","Brock Osweiler","qb",230.472,-22.296,0
"201","Will Tye","te",36.51,-22.375,0
"202","Jamison Crowder","wr",36.935,-22.86,0
"203","Charles Sims","rb",85.01,-23.195,0
"204","Cameron Brate","te",35.405,-23.48,0
"205","Rueben Randle","wr",36.305,-23.49,0
"206","Davante Adams","wr",36.275,-23.52,0
"207","Ryan Succop","k",106.8,-23.7,0
"208","Seth Roberts","wr",35.765,-24.03,0
"209","Kenny Stills","wr",35.5,-24.295,0
"210","Derrick Henry","rb",83.555,-24.65,0
"211","Danny Amendola","wr",35.03,-24.765,0
"212","Bruce Ellington","wr",34.89,-24.905,0
"213","Benjamin Watson","te",33.965,-24.92,0
"214","Eddie Royal","wr",34.81,-24.985,0
"215","Vance McDonald","te",33.69,-25.195,0
"216","Jarius Wright","wr",34.135,-25.66,0
"217","Lance Kendricks","te",32.89,-25.995,0
"218","Cecil Shorts","wr",33.78,-26.015,0
"219","Brandon Coleman","wr",33.27,-26.525,0
"220","Darren Fells","te",31.7,-27.185,0
"221","Luke Willson","te",31.415,-27.47,0
"222","Chris Conley","wr",31.59,-28.205,0
"223","Ryan Griffin","te",30.43,-28.455,0
"224","Kai Forbath","k",102,-28.5,0
"225","James Jones","wr",31.215,-28.58,0
"226","Albert Wilson","wr",31.2,-28.595,0
"227","Bilal Powell","rb",79.335,-28.87,0
"228","Justin Hardy","wr",30.805,-28.99,0
"229","Jeff Heuerman","te",29.85,-29.035,0
"230","Garrett Celek","te",29.285,-29.6,0
"231","Philly Brown","wr",30.155,-29.64,0
"232","James Starks","rb",78.495,-29.71,0
"233","Darren Sproles","rb",78.245,-29.96,0
"234","Jace Amaro","te",28.5,-30.385,0
"235","Andrew Hawkins","wr",29.305,-30.49,0
"236","Crockett Gillmore","te",27.965,-30.92,0
"237","Kenny Bell","wr",28.84,-30.955,0
"238","Mario Alford","wr",28.76,-31.035,0
"239","Brian Quick","wr",28.685,-31.11,0
"240","Dontrelle Inman","wr",28.41,-31.385,0
"241","Jeff Janis","wr",28.215,-31.58,0
"242","Virgil Green","te",26.9,-31.985,0
"243","Andre Holmes","wr",27.41,-32.385,0
"244","Dwayne Harris","wr",27.405,-32.39,0
"245","Larry Donnell","te",26.19,-32.695,0
"246","J.J. Nelson","wr",26.4,-33.395,0
"247","Darrius Heyward-Bey","wr",26.21,-33.585,0
"248","Marqise Lee","wr",26.11,-33.685,0
"249","Josh Hill","te",24.825,-34.06,0
"250","Jermaine Gresham","te",24.805,-34.08,0
"251","Quinton Patton","wr",25.685,-34.11,0
"252","Leonard Hankerson","wr",25.665,-34.13,0
"253","Brent Celek","te",24.65,-34.235,0
"254","Ty Montgomery","wr",25.435,-34.36,0
"255","Leonte Carroo","wr",25.415,-34.38,0
"256","De'Anthony Thomas","wr",25.405,-34.39,0
"257","Teddy Bridgewater","qb",217.808,-34.96,0
"258","Charles Johnson","wr",24.815,-34.98,0
"259","Shane Vereen","rb",73.205,-35,0
"260","Jack Doyle","te",23.86,-35.025,0
"261","Rashad Greene","wr",24.48,-35.315,0
"262","Brian Hartline","wr",24.375,-35.42,0
"263","Devin Fuller","wr",24.25,-35.545,0
"264","Hunter Henry","te",23.185,-35.7,0
"265","Pharoh Cooper","wr",23.81,-35.985,0
"266","Brice Butler","wr",23.575,-36.22,0
"267","Mychal Rivera","te",22.52,-36.365,0
"268","DeAndre Smelter","wr",23.35,-36.445,0
"269","Gavin Escobar","te",22.25,-36.635,0
"270","Jordan Howard","rb",71.415,-36.79,0
"271","Tyler Higbee","te",21.26,-37.625,0
"272","Nate Washington","wr",22.1,-37.695,0
"273","Marquess Wilson","wr",21.85,-37.945,0
"274","Josh Huff","wr",21.62,-38.175,0
"275","Taylor Gabriel","wr",21.565,-38.23,0
"276","Bennie Fowler","wr",21.23,-38.565,0
"277","Tyler Kroft","te",20.31,-38.575,0
"278","Marcedes Lewis","te",20.025,-38.86,0
"279","Louis Murphy","wr",20.44,-39.355,0
"280","Devin Smith","wr",20.255,-39.54,0
"281","Paul Richardson","wr",19.91,-39.885,0
"282","Terrelle Pryor","wr",19.79,-40.005,0
"283","Dezmin Lewis","wr",19.7,-40.095,0
"284","Tevin Coleman","rb",67.785,-40.42,0
"285","Austin Hooper","te",18.365,-40.52,0
"286","Anthony Fasano","te",18.35,-40.535,0
"287","Chris Gragg","te",18.01,-40.875,0
"288","Quincy Enunwa","wr",18.87,-40.925,0
"289","Ryan Hewitt","te",17.765,-41.12,0
"290","Ronnie Hillman","rb",67.01,-41.195,0
"291","Ed Dickson","te",17.56,-41.325,0
"292","Javorius Allen","rb",66.825,-41.38,0
"293","Shaun Suisham","k",89,-41.5,0
"294","James O'Shaughnessy","te",17.29,-41.595,0
"295","Jesse James","te",17.185,-41.7,0
"296","Theo Riddick","rb",66.505,-41.7,0
"297","Chris Johnson","rb",66.49,-41.715,0
"298","Jordan Norwood","wr",17.83,-41.965,0
"299","Nick Williams","wr",17.685,-42.11,0
"300","Tajae Sharpe","wr",17.67,-42.125,0
"301","Dion Sims","te",16.705,-42.18,0
"302","Maxx Williams","te",16.48,-42.405,0
"303","Jim Dray","te",16.325,-42.56,0
"304","Ryan Grant","wr",17.08,-42.715,0
"305","Cory Harkey","te",16.02,-42.865,0
"306","Braxton Miller","wr",16.675,-43.12,0
"307","C.J. Fiedorowicz","te",15.72,-43.165,0
"308","Stedman Bailey","wr",16.595,-43.2,0
"309","Jeremy Kerley","wr",16.42,-43.375,0
"310","Harry Douglas","wr",16.26,-43.535,0
"311","Jared Abbrederis","wr",16.205,-43.59,0
"312","Keshawn Martin","wr",15.91,-43.885,0
"313","Craig Stevens","te",14.84,-44.045,0
"314","Cody Latimer","wr",15.73,-44.065,0
"315","Blake Bell","te",14.705,-44.18,0
"316","Karlos Williams","rb",63.995,-44.21,0
"317","Rhett Ellison","te",14.56,-44.325,0
"318","T.J. Graham","wr",15.15,-44.645,0
"319","Adam Humphries","wr",15.14,-44.655,0
"320","Rob Housler","te",13.785,-45.1,0
"321","C.J. Prosise","rb",63.1,-45.105,0
