"","PlayerName","pos","points","marg","value"
"528","Jalston Fowler","rb",13.25,-114.075,0
"529","Fitzgerald Toussaint","rb",13.14,-114.185,0
"530","Fozzy Whittaker","rb",13.075,-114.25,0
"531","Bruce Miller","rb",12.98,-114.345,0
"532","Will Johnson","rb",12.475,-114.85,0
"533","Mike Davis","rb",11.97,-115.355,0
"534","Jonathan Williams","rb",11.515,-115.81,0
"535","Mike James","rb",10.475,-116.85,0
"536","Michael Burton","rb",9.75,-117.575,0
"537","John Crockett","rb",9.715,-117.61,0
"538","Kyle Juszczyk","rb",9.595,-117.73,0
"539","Dwayne Washington","rb",9.235,-118.09,0
"540","Malcolm Brown","rb",9.15,-118.175,0
"541","Aaron Ripkowski","rb",9.125,-118.2,0
"542","Blaine Gabbert","qb",167.714,-118.28,0
"543","Kerwynn Williams","rb",8.75,-118.575,0
"544","Keenan Reynolds","rb",8.25,-119.075,0
"545","Zac Stacy","rb",8.16,-119.165,0
"546","Donald Brown","rb",7.645,-119.68,0
"547","Daniel Thomas","rb",7.45,-119.875,0
"548","Daniel Lasco","rb",7.205,-120.12,0
"549","Rod Smith","rb",7.12,-120.205,0
"550","Dan Vitale","rb",6.85,-120.475,0
"551","Jay Prosch","rb",6.84,-120.485,0
"552","James Develin","rb",6.595,-120.73,0
"553","Akeem Hunt","rb",6.555,-120.77,0
"554","Cedric Peerman","rb",6.225,-121.1,0
"555","Chase Reynolds","rb",5.735,-121.59,0
"556","Raheem Mostert","rb",5.615,-121.71,0
"557","Gus Johnson","rb",4.8,-122.525,0
"558","Jerome Felton","rb",4.765,-122.56,0
"559","Tommy Bohanon","rb",4.725,-122.6,0
"560","Daryl Richardson","rb",4.665,-122.66,0
"561","Ryan Hewitt","rb",4.355,-122.97,0
"562","Anthony Sherman","rb",4.28,-123.045,0
"563","John Kuhn","rb",3.945,-123.38,0
"564","Glenn Winston","rb",3.505,-123.82,0
"565","Travaris Cadet","rb",3.41,-123.915,0
"566","Jhurell Pressley","rb",3.3,-124.025,0
"567","Rex Burkhead","rb",2.925,-124.4,0
"568","Storm Johnson","rb",2.8,-124.525,0
"569","Brandon Wegher","rb",2.3,-125.025,0
"570","Trent Richardson","rb",1.75,-125.575,0
"571","Bernard Pierce","rb",1.6,-125.725,0
"572","Tyler Varga","rb",0.7,-126.625,0
"573","George Atkinson","rb",0.5,-126.825,0
"574","Darius Jackson","rb",0.2,-127.125,0
"575","Rajion Neal","rb",0.2,-127.125,0
"576","Kenny Hilliard","rb",0.1,-127.225,0
"577","Trey Williams","rb",0.1,-127.225,0
"578","Darrel Young","rb",0,-127.325,0
"579","Darrin Reaves","rb",0,-127.325,0
"580","Marcus Murphy","rb",0,-127.325,0
"581","Terrell Watson","rb",0,-127.325,0
"582","Dreamius Smith","rb",0,-127.325,0
"583","Ahmad Bradshaw","rb",0,-127.325,0
"584","Cyrus Gray","rb",0,-127.325,0
"585","Dan Herron","rb",0,-127.325,0
"586","Joe Banyard","rb",0,-127.325,0
"587","Bishop Sankey","rb",0,-127.325,0
"588","Tyler Gaffney","rb",0,-127.325,0
"589","Dri Archer","rb",0,-127.325,0
"590","Kapri Bibbs","rb",0,-127.325,0
"591","Senorise Perry","rb",0,-127.325,0
"592","James Wilder Jr.","rb",-0.4,-127.725,0
"593","George Winn","rb",-0.75,-128.075,0
"594","Colin Kaepernick","qb",94.658,-191.336,0
"595","Paxton Lynch","qb",74.64,-211.354,0
"596","Jimmy Garoppolo","qb",72.814,-213.18,0
"597","Carson Wentz","qb",53.374,-232.62,0
"598","Josh McCown","qb",50.722,-235.272,0
"599","Trevor Siemian","qb",29.552,-256.442,0
"600","Chase Daniel","qb",23.298,-262.696,0
"601","Brian Hoyer","qb",22.944,-263.05,0
"602","Geno Smith","qb",19.91,-266.084,0
"603","Kellen Moore","qb",17.47,-268.524,0
"604","Christian Hackenberg","qb",14.864,-271.13,0
"605","Matt Flynn","qb",14.814,-271.18,0
"606","Cody Kessler","qb",14.04,-271.954,0
"607","Trevone Boykin","qb",13.74,-272.254,0
"608","E.J. Manuel","qb",13.692,-272.302,0
"609","AJ McCarron","qb",13.616,-272.378,0
"610","Case Keenum","qb",13.362,-272.632,0
"611","Brandon Weeden","qb",13.194,-272.8,0
"612","Landry Jones","qb",12.01,-273.984,0
"613","Drew Stanton","qb",11.784,-274.21,0
"614","Zach Mettenberger","qb",11.16,-274.834,0
"615","David Fales","qb",11.07,-274.924,0
"616","Matt McGloin","qb",10.364,-275.63,0
"617","Dak Prescott","qb",10.34,-275.654,0
"618","Shaun Hill","qb",10.202,-275.792,0
"619","Colt McCoy","qb",10.192,-275.802,0
"620","Mike Glennon","qb",10.104,-275.89,0
"621","Dan Orlovsky","qb",9.888,-276.106,0
"622","Aaron Murray","qb",9.59,-276.404,0
"623","Matt Cassel","qb",9.12,-276.874,0
"624","Bruce Gradkowski","qb",8.98,-277.014,0
"625","Chad Henne","qb",8.978,-277.016,0
"626","Ryan Mallett","qb",8.926,-277.068,0
"627","Nick Foles","qb",8.028,-277.966,0
"628","Scott Tolzien","qb",8.018,-277.976,0
"629","Derek Anderson","qb",7.038,-278.956,0
"630","Kellen Clemens","qb",6.78,-279.214,0
"631","Ryan Nassib","qb",5.644,-280.35,0
"632","Matt Moore","qb",3.698,-282.296,0
"633","Matt Schaub","qb",3.224,-282.77,0
"634","Luke McCown","qb",2.174,-283.82,0
"635","Brett Hundley","qb",1.62,-284.374,0
"636","Austin Davis","qb",1.09,-284.904,0
"637","Jacoby Brissett","qb",0.8,-285.194,0
"638","Tyler Bray","qb",0.6,-285.394,0
"639","Bryce Petty","qb",0.44,-285.554,0
"640","Tom Savage","qb",0.2,-285.794,0
"641","Sean Renfree","qb",0.012,-285.982,0
"642","Cardale Jones","qb",0,-285.994,0
"643","Jeff Driskel","qb",0,-285.994,0
"644","Brandon Doughty","qb",0,-285.994,0
"645","Kevin Hogan","qb",0,-285.994,0
"646","Matt Simms","qb",0,-285.994,0
"647","Nate Sudfeld","qb",0,-285.994,0
"648","Jake Rudock","qb",0,-285.994,0
"649","Josh Johnson","qb",0,-285.994,0
"650","Jimmy Clausen","qb",0,-285.994,0
"651","Matt Barkley","qb",0,-285.994,0
"652","Joe Webb","qb",0,-285.994,0
"653","Zac Dysert","qb",0,-285.994,0
"654","Dan LeFevour","qb",0,-285.994,0
"655","Ryan Griffin","qb",0,-285.994,0
"656","Logan Thomas","qb",0,-285.994,0
"657","Jerrod Johnson","qb",0,-285.994,0
"658","Keith Wenning","qb",0,-285.994,0
"659","Stephen Morris","qb",0,-285.994,0
"660","Matt Blanchard","qb",0,-285.994,0
"661","Garrett Grayson","qb",0,-285.994,0
"662","Alex Tanney","qb",0,-285.994,0
"663","Sean Mannion","qb",0,-285.994,0
"664","Taylor Heinicke","qb",0,-285.994,0
"665","Connor Cook","qb",0,-285.994,0
"666","Stephen Gostkowski","k",0,NA,0
"667","Mason Crosby","k",0,NA,0
"668","Steven Hauschka","k",0,NA,0
"669","Justin Tucker","k",0,NA,0
"670","Graham Gano","k",0,NA,0
"671","Chris Boswell","k",0,NA,0
"672","Dan Bailey","k",0,NA,0
"673","Chandler Catanzaro","k",0,NA,0
"674","Josh Brown","k",0,NA,0
"675","Blair Walsh","k",0,NA,0
"676","Brandon McManus","k",0,NA,0
"677","Adam Vinatieri","k",0,NA,0
"678","Cairo Santos","k",0,NA,0
"679","Mike Nugent","k",0,NA,0
"680","Robbie Gould","k",0,NA,0
"681","Dan Carpenter","k",0,NA,0
"682","Matt Prater","k",0,NA,0
"683","Nick Novak","k",0,NA,0
"684","Matt Bryant","k",0,NA,0
"685","Nick Folk","k",0,NA,0
"686","Dustin Hopkins","k",0,NA,0
"687","Sebastian Janikowski","k",0,NA,0
"688","Jason Myers","k",0,NA,0
"689","Roberto Aguayo","k",0,NA,0
"690","Josh Lambo","k",0,NA,0
"691","Phil Dawson","k",0,NA,0
"692","Greg Zuerlein","k",0,NA,0
"693","Andrew Franks","k",0,NA,0
"694","Travis Coons","k",0,NA,0
"695","Caleb Sturgis","k",0,NA,0
"696","Cody Parkey","k",0,NA,0
"697","Ryan Succop","k",0,NA,0
"698","Kai Forbath","k",0,NA,0
"699","Shaun Suisham","k",0,NA,0
"700","Connor Barth","k",0,NA,0
"701","Tom Obarski","k",0,NA,0
